Customer Segment,Product Category,Region,dt,Sales
Home Office,Furniture,East,12/01/2018,21724.18
Home Office,Furniture,East,01/01/2019,6689.89
Home Office,Furniture,East,02/01/2019,1199.12
Home Office,Furniture,East,03/01/2019,2207.63
Home Office,Furniture,East,04/01/2019,303.23
Home Office,Furniture,East,05/01/2019,108
Home Office,Furniture,East,06/01/2019,5092.92
Home Office,Furniture,East,07/01/2019,9455.62
Home Office,Furniture,East,08/01/2019,275.34
Home Office,Furniture,East,09/01/2019,8819.05
Home Office,Furniture,East,10/01/2019,471.34
Home Office,Furniture,East,11/01/2019,2909.07
Home Office,Furniture,East,12/01/2019,608.23
Home Office,Furniture,South,01/01/2016,1232.68
Home Office,Furniture,South,02/01/2016,3571.58
Home Office,Furniture,South,03/01/2016,2182.43
Home Office,Furniture,South,04/01/2016,1943.04
Home Office,Furniture,South,07/01/2016,5581.61
Home Office,Furniture,South,09/01/2016,210.33
Home Office,Furniture,South,10/01/2016,3520.12
Home Office,Furniture,South,11/01/2016,2694.49
Home Office,Furniture,South,01/01/2017,186.11
Home Office,Furniture,South,06/01/2017,4462.58
Home Office,Furniture,South,07/01/2017,277.84
Home Office,Furniture,South,08/01/2017,1434.39
Home Office,Furniture,South,09/01/2017,1878.12
Home Office,Furniture,South,10/01/2017,570.52
Home Office,Furniture,South,11/01/2017,13994.8
Home Office,Furniture,South,12/01/2017,33849.99
Home Office,Furniture,South,01/01/2018,3623.23
Home Office,Furniture,South,02/01/2018,276.76
Home Office,Furniture,South,03/01/2018,1897.09
Home Office,Furniture,South,04/01/2018,1893.37
Home Office,Furniture,South,05/01/2018,4879.88
Home Office,Furniture,South,06/01/2018,868.68
Home Office,Furniture,South,07/01/2018,6771.68
Home Office,Furniture,South,08/01/2018,203.67
Home Office,Furniture,South,09/01/2018,49895.04
Home Office,Furniture,South,10/01/2018,3242.55
Home Office,Furniture,South,11/01/2018,911.34
Home Office,Furniture,South,12/01/2018,534.93
Home Office,Furniture,South,01/01/2019,929.41
Home Office,Furniture,South,02/01/2019,939.24
Home Office,Furniture,South,03/01/2019,2289.67
Home Office,Furniture,South,04/01/2019,1328.5
Home Office,Furniture,South,05/01/2019,2979.11
Home Office,Furniture,South,06/01/2019,4406.86
Home Office,Furniture,South,07/01/2019,2440.91
Home Office,Furniture,South,08/01/2019,3706.88
Home Office,Furniture,South,09/01/2019,4319.57
Home Office,Furniture,South,10/01/2019,2786.27
Home Office,Furniture,South,12/01/2019,7481.11
Home Office,Furniture,West,01/01/2016,3833.98
Home Office,Furniture,West,02/01/2016,3314.01
Home Office,Furniture,West,03/01/2016,31.24
Home Office,Furniture,West,04/01/2016,210.77
Home Office,Furniture,West,06/01/2016,19948.59
Home Office,Furniture,West,07/01/2016,2371.64
Home Office,Furniture,West,08/01/2016,120.12
Home Office,Furniture,West,12/01/2016,8982.84
Home Office,Furniture,West,01/01/2017,976.34
Home Office,Furniture,West,02/01/2017,741.45
Home Office,Furniture,West,03/01/2017,2980.07
Home Office,Furniture,West,04/01/2017,2018.09
Home Office,Furniture,West,05/01/2017,4126.98
Home Office,Furniture,West,06/01/2017,881.15
Home Office,Furniture,West,08/01/2017,10884.1
Home Office,Furniture,West,09/01/2017,11715.14
Home Office,Furniture,West,10/01/2017,3804
Home Office,Furniture,West,11/01/2017,9061.31
Home Office,Furniture,West,12/01/2017,1287.55
Home Office,Furniture,West,01/01/2018,198.32
Home Office,Furniture,West,02/01/2018,2332.66
Home Office,Furniture,West,04/01/2018,17452.67
Home Office,Furniture,West,05/01/2018,3162.23
Home Office,Furniture,West,07/01/2018,4388.13
Home Office,Furniture,West,10/01/2018,2017.23
Home Office,Furniture,West,11/01/2018,86.42
Home Office,Furniture,West,12/01/2018,19824.5
Home Office,Furniture,West,01/01/2019,296.97
Home Office,Furniture,West,02/01/2019,119.37
Home Office,Furniture,West,03/01/2019,1347.51
Home Office,Furniture,West,04/01/2019,3291.71
Home Office,Furniture,West,05/01/2019,2997.31
Home Office,Furniture,West,06/01/2019,11852.31
Home Office,Furniture,West,07/01/2019,1741.58
Home Office,Furniture,West,08/01/2019,5817.36
Home Office,Furniture,West,10/01/2019,2689.04
Home Office,Furniture,West,11/01/2019,10696.84
Home Office,Furniture,West,12/01/2019,4383.98
Home Office,Office Supplies,Central,01/01/2016,444.88
Home Office,Office Supplies,Central,02/01/2016,889.97
Home Office,Office Supplies,Central,03/01/2016,1772.55
Home Office,Office Supplies,Central,04/01/2016,3911.23
Home Office,Office Supplies,Central,05/01/2016,1416.59
Home Office,Office Supplies,Central,06/01/2016,5888.92
Home Office,Office Supplies,Central,07/01/2016,4263.52
Home Office,Office Supplies,Central,08/01/2016,6093.5
Home Office,Office Supplies,Central,09/01/2016,5756.45
Home Office,Office Supplies,Central,10/01/2016,1065.14
Home Office,Office Supplies,Central,11/01/2016,1732.23
Home Office,Office Supplies,Central,12/01/2016,889.12
Home Office,Office Supplies,Central,01/01/2017,12178.8
Home Office,Office Supplies,Central,02/01/2017,758.31
Home Office,Office Supplies,Central,03/01/2017,3495.29
Home Office,Office Supplies,Central,04/01/2017,383.37
Home Office,Office Supplies,Central,05/01/2017,144.38
Home Office,Office Supplies,Central,06/01/2017,4569.42
Home Office,Office Supplies,Central,07/01/2017,7833.08
Home Office,Office Supplies,Central,08/01/2017,1191.33
Home Office,Office Supplies,Central,09/01/2017,1987.91
Home Office,Office Supplies,Central,10/01/2017,12042.63
Home Office,Office Supplies,Central,11/01/2017,1630.27
Home Office,Office Supplies,Central,12/01/2017,878.67
Home Office,Office Supplies,Central,01/01/2018,447.38
Home Office,Office Supplies,Central,02/01/2018,3019.47
Home Office,Office Supplies,Central,03/01/2018,608.96
Home Office,Office Supplies,Central,04/01/2018,1084.55
Home Office,Office Supplies,Central,05/01/2018,1605.38
Home Office,Office Supplies,Central,06/01/2018,13799.32
Home Office,Office Supplies,Central,07/01/2018,7791.56
Home Office,Office Supplies,Central,08/01/2018,1099.06
Home Office,Office Supplies,Central,09/01/2018,7110.85
Home Office,Office Supplies,Central,10/01/2018,1658.12
Home Office,Office Supplies,Central,11/01/2018,8035.09
Home Office,Office Supplies,Central,12/01/2018,6057.37
Home Office,Office Supplies,Central,01/01/2019,1640.45
Home Office,Office Supplies,Central,02/01/2019,653.61
Home Office,Office Supplies,Central,03/01/2019,17493.84
Home Office,Office Supplies,Central,04/01/2019,1437.38
Home Office,Office Supplies,Central,05/01/2019,3150.1
Home Office,Office Supplies,Central,06/01/2019,1777.96
Home Office,Office Supplies,Central,07/01/2019,3003.67
Home Office,Office Supplies,Central,08/01/2019,3581.37
Home Office,Office Supplies,Central,09/01/2019,1111.45
Home Office,Office Supplies,Central,10/01/2019,9694.49
Home Office,Office Supplies,Central,11/01/2019,6488.61
Home Office,Office Supplies,Central,12/01/2019,12176.08
Home Office,Office Supplies,East,01/01/2016,260.66
Home Office,Office Supplies,East,02/01/2016,621.89
Home Office,Office Supplies,East,03/01/2016,4921.54
Home Office,Office Supplies,East,04/01/2016,10738.02
Home Office,Office Supplies,East,05/01/2016,951.07
Home Office,Office Supplies,East,06/01/2016,244.85
Home Office,Office Supplies,East,07/01/2016,746.64
Home Office,Office Supplies,East,08/01/2016,1052.28
Home Office,Office Supplies,East,09/01/2016,135.01
Home Office,Office Supplies,East,10/01/2016,1748.87
Home Office,Office Supplies,East,11/01/2016,1900.32
Home Office,Office Supplies,East,12/01/2016,1058.38
Home Office,Office Supplies,East,01/01/2017,2136.06
Home Office,Office Supplies,East,02/01/2017,59.15
Home Office,Office Supplies,East,03/01/2017,172.51
Home Office,Office Supplies,East,04/01/2017,230.34
Home Office,Office Supplies,East,05/01/2017,4051.6
Home Office,Office Supplies,East,06/01/2017,115.83
Home Office,Office Supplies,East,07/01/2017,1448.02
Home Office,Office Supplies,East,08/01/2017,73.14
Home Office,Office Supplies,East,09/01/2017,7758.51
Home Office,Office Supplies,East,10/01/2017,4732.83
Home Office,Office Supplies,East,12/01/2017,17232.81
Home Office,Office Supplies,East,01/01/2018,2488.11
Home Office,Office Supplies,East,02/01/2018,178.08
Home Office,Office Supplies,East,03/01/2018,211.16
Home Office,Office Supplies,East,04/01/2018,588.89
Home Office,Office Supplies,East,05/01/2018,2351.58
Home Office,Office Supplies,East,06/01/2018,12975.62
Home Office,Office Supplies,East,07/01/2018,1937.88
Home Office,Office Supplies,East,08/01/2018,2168.37
Home Office,Office Supplies,East,09/01/2018,1287.54
Home Office,Office Supplies,East,10/01/2018,2157.85
Home Office,Office Supplies,East,11/01/2018,4062.87
Home Office,Office Supplies,East,12/01/2018,1545.84
Home Office,Office Supplies,East,01/01/2019,895.04
Home Office,Office Supplies,East,02/01/2019,1634.21
Home Office,Office Supplies,East,03/01/2019,3360.08
Home Office,Office Supplies,East,04/01/2019,442.77
Home Office,Office Supplies,East,05/01/2019,2204.78
Home Office,Office Supplies,East,06/01/2019,18353.46
Home Office,Office Supplies,East,07/01/2019,1862.44
Home Office,Office Supplies,East,08/01/2019,3945.82
Home Office,Office Supplies,East,09/01/2019,7379.59
Home Office,Office Supplies,East,10/01/2019,1175.44
Home Office,Office Supplies,East,11/01/2019,8587.14
Home Office,Office Supplies,East,12/01/2019,573.55
Home Office,Office Supplies,South,01/01/2016,601.23
Home Office,Office Supplies,South,02/01/2016,246.37
Home Office,Office Supplies,South,03/01/2016,266.49
Home Office,Office Supplies,South,04/01/2016,1083.84
Home Office,Office Supplies,South,05/01/2016,391.49
Home Office,Office Supplies,South,06/01/2016,3067.39
Home Office,Office Supplies,South,07/01/2016,2133.93
Home Office,Office Supplies,South,08/01/2016,227.12
Home Office,Office Supplies,South,09/01/2016,801.69
Home Office,Office Supplies,South,10/01/2016,11522.35
Home Office,Office Supplies,South,11/01/2016,7130.47
Home Office,Office Supplies,South,12/01/2016,1077.35
Home Office,Office Supplies,South,01/01/2017,626.24
Home Office,Office Supplies,South,02/01/2017,4402.52
Home Office,Office Supplies,South,03/01/2017,307
Home Office,Office Supplies,South,04/01/2017,427.8
Home Office,Office Supplies,South,05/01/2017,326.08
Home Office,Office Supplies,South,07/01/2017,252.86
Home Office,Office Supplies,South,08/01/2017,2561.51
Home Office,Office Supplies,South,09/01/2017,1047.85
Home Office,Office Supplies,South,10/01/2017,1037.73
Home Office,Office Supplies,South,12/01/2017,2784.93
Home Office,Office Supplies,South,01/01/2018,267.96
Home Office,Office Supplies,South,02/01/2018,721.1
Home Office,Office Supplies,South,03/01/2018,1244
Home Office,Office Supplies,South,04/01/2018,3171
Home Office,Office Supplies,South,05/01/2018,787.07
Home Office,Office Supplies,South,06/01/2018,3023.19
Home Office,Office Supplies,South,07/01/2018,1369.96
Home Office,Office Supplies,South,08/01/2018,2894.32
Home Office,Office Supplies,South,09/01/2018,83.84
Home Office,Office Supplies,South,10/01/2018,4838.12
Home Office,Office Supplies,South,11/01/2018,13590.03
Home Office,Office Supplies,South,12/01/2018,1779.14
Home Office,Office Supplies,South,01/01/2019,6125.96
Home Office,Office Supplies,South,02/01/2019,29.17
Home Office,Office Supplies,South,03/01/2019,1291.94
Home Office,Office Supplies,South,04/01/2019,1599.02
Home Office,Office Supplies,South,05/01/2019,4819.84
Home Office,Office Supplies,South,06/01/2019,5194.68
Home Office,Office Supplies,South,07/01/2019,874.92
Home Office,Office Supplies,South,08/01/2019,1205.69
Home Office,Office Supplies,South,09/01/2019,765.38
Home Office,Office Supplies,South,10/01/2019,3695.68
Home Office,Office Supplies,South,11/01/2019,1762.69
Home Office,Office Supplies,South,12/01/2019,3741.08
Home Office,Office Supplies,West,01/01/2016,995.78
Home Office,Office Supplies,West,02/01/2016,3.51
Home Office,Office Supplies,West,03/01/2016,225.23
Home Office,Office Supplies,West,04/01/2016,10839.69
Home Office,Office Supplies,West,05/01/2016,951.68
Home Office,Office Supplies,West,06/01/2016,168.3
Home Office,Office Supplies,West,07/01/2016,14447.09
Home Office,Office Supplies,West,08/01/2016,2481.7
Home Office,Office Supplies,West,09/01/2016,255.26
Home Office,Office Supplies,West,10/01/2016,65.01
Home Office,Office Supplies,West,11/01/2016,28779.13
Home Office,Office Supplies,West,12/01/2016,255.29
Home Office,Office Supplies,West,01/01/2017,1113.18
Home Office,Office Supplies,West,02/01/2017,382.09
Home Office,Office Supplies,West,03/01/2017,254.57
Home Office,Office Supplies,West,04/01/2017,1041.14
Home Office,Office Supplies,West,05/01/2017,2942.54
Home Office,Office Supplies,West,07/01/2017,651.07
Home Office,Office Supplies,West,08/01/2017,2620.26
Home Office,Office Supplies,West,09/01/2017,536.21
Home Office,Office Supplies,West,10/01/2017,2717.01
Home Office,Office Supplies,West,11/01/2017,179.68
Home Office,Office Supplies,West,12/01/2017,1978.56
Home Office,Office Supplies,West,01/01/2018,920.46
Home Office,Office Supplies,West,02/01/2018,3413.02
Home Office,Office Supplies,West,03/01/2018,4475.05
Home Office,Office Supplies,West,04/01/2018,4393.59
Home Office,Office Supplies,West,05/01/2018,1441.2
Home Office,Office Supplies,West,06/01/2018,3400.44
Home Office,Office Supplies,West,07/01/2018,683.66
Home Office,Office Supplies,West,09/01/2018,874.88
Home Office,Office Supplies,West,10/01/2018,1378.36
Home Office,Office Supplies,West,11/01/2018,444.66
Home Office,Office Supplies,West,12/01/2018,1432.65
Home Office,Office Supplies,West,01/01/2019,3993.65
Home Office,Office Supplies,West,02/01/2019,336.09
Home Office,Office Supplies,West,03/01/2019,1465.1
Home Office,Office Supplies,West,04/01/2019,909.41
Home Office,Office Supplies,West,05/01/2019,2675.7
Home Office,Office Supplies,West,06/01/2019,5315.61
Home Office,Office Supplies,West,07/01/2019,4231.13
Home Office,Office Supplies,West,08/01/2019,3298.93
Home Office,Office Supplies,West,09/01/2019,3175.28
Home Office,Office Supplies,West,10/01/2019,3719.66
Home Office,Office Supplies,West,11/01/2019,854.36
Home Office,Office Supplies,West,12/01/2019,4060.74
Home Office,Technology,Central,01/01/2016,2178.86
Home Office,Technology,Central,02/01/2016,5530.25
Home Office,Technology,Central,03/01/2016,1764.55
Home Office,Technology,Central,05/01/2016,113.68
Home Office,Technology,Central,06/01/2016,1615.5
Home Office,Technology,Central,07/01/2016,2997.96
Home Office,Technology,Central,08/01/2016,12230.63
Home Office,Technology,Central,09/01/2016,10857.38
Home Office,Technology,Central,10/01/2016,5006.17
Home Office,Technology,Central,11/01/2016,11146.56
Home Office,Technology,Central,12/01/2016,4345.26
Home Office,Technology,Central,01/01/2017,57.99
Home Office,Technology,Central,02/01/2017,4039.81
Home Office,Technology,Central,03/01/2017,1028.81
Home Office,Technology,Central,05/01/2017,4428.17
Home Office,Technology,Central,06/01/2017,18514.73
Home Office,Technology,Central,07/01/2017,3605.17
Home Office,Technology,Central,08/01/2017,5006.34
Home Office,Technology,Central,09/01/2017,1172.03
Home Office,Technology,Central,10/01/2017,20479.7
Home Office,Technology,Central,11/01/2017,22327.45
Home Office,Technology,Central,12/01/2017,829.23
Home Office,Technology,Central,01/01/2018,1801.29
Home Office,Technology,Central,02/01/2018,449.71
Home Office,Technology,Central,03/01/2018,379.67
Home Office,Technology,Central,04/01/2018,2958.72
Home Office,Technology,Central,05/01/2018,8045.28
Home Office,Technology,Central,06/01/2018,5332.65
Home Office,Technology,Central,07/01/2018,1639.32
Home Office,Technology,Central,09/01/2018,10440.55
Home Office,Technology,Central,10/01/2018,88.32
Home Office,Technology,Central,11/01/2018,5742.92
Home Office,Technology,Central,12/01/2018,7892.74
Home Office,Technology,Central,01/01/2019,11319.74
Home Office,Technology,Central,02/01/2019,112.85
Home Office,Technology,Central,03/01/2019,13850.14
Home Office,Technology,Central,04/01/2019,2251.2
Home Office,Technology,Central,05/01/2019,10244.95
Home Office,Technology,Central,06/01/2019,1318.78
Home Office,Technology,Central,07/01/2019,1448.97
Home Office,Technology,Central,08/01/2019,3053.87
Home Office,Technology,Central,09/01/2019,5594.51
Home Office,Technology,Central,10/01/2019,25080.89
Home Office,Technology,Central,11/01/2019,36823.03
Home Office,Technology,Central,12/01/2019,2243.33
Home Office,Technology,East,01/01/2016,13916.46
Home Office,Technology,East,02/01/2016,10811.48
Home Office,Technology,East,03/01/2016,3214.79
Home Office,Technology,East,04/01/2016,1233.57
Home Office,Technology,East,05/01/2016,9053.85
Home Office,Technology,East,06/01/2016,600.4
Home Office,Technology,East,07/01/2016,552.89
Home Office,Technology,East,08/01/2016,2997.07
Home Office,Technology,East,09/01/2016,8132.4
Home Office,Technology,East,10/01/2016,99.36
Home Office,Technology,East,11/01/2016,758.97
Home Office,Technology,East,12/01/2016,17567.62
Home Office,Technology,East,01/01/2017,681.76
Home Office,Technology,East,02/01/2017,1424.34
Home Office,Technology,East,03/01/2017,641.39
Home Office,Technology,East,04/01/2017,501.97
Home Office,Technology,East,05/01/2017,11790.9
Home Office,Technology,East,06/01/2017,3277.78
Home Office,Technology,East,07/01/2017,3807.85
Home Office,Technology,East,08/01/2017,35.73
Home Office,Technology,East,09/01/2017,3874.99
Home Office,Technology,East,10/01/2017,2387.27
Home Office,Technology,East,12/01/2017,7196.22
Home Office,Technology,East,01/01/2018,5018.35
Home Office,Technology,East,02/01/2018,2393.05
Home Office,Technology,East,03/01/2018,2535.97
Home Office,Technology,East,04/01/2018,1049.34
Home Office,Technology,East,05/01/2018,2319.45
Home Office,Technology,East,06/01/2018,1023.9
Home Office,Technology,East,09/01/2018,1473.41
Home Office,Technology,East,10/01/2018,3309.23
Home Office,Technology,East,11/01/2018,794.3
Home Office,Technology,East,12/01/2018,431.7
Home Office,Technology,East,02/01/2019,2424.26
Home Office,Technology,East,03/01/2019,1100.5
Home Office,Technology,East,04/01/2019,5622.44
Home Office,Technology,East,05/01/2019,9341.3
Home Office,Technology,East,06/01/2019,4074.21
Home Office,Technology,East,07/01/2019,5197.39
Home Office,Technology,East,08/01/2019,7103.58
Home Office,Technology,East,09/01/2019,2402.56
Home Office,Technology,East,10/01/2019,2893.61
Home Office,Technology,East,11/01/2019,2981.86
Home Office,Technology,East,12/01/2019,888.33
Home Office,Technology,South,01/01/2016,1251.09
Home Office,Technology,South,02/01/2016,235.32
Home Office,Technology,South,03/01/2016,733.96
Home Office,Technology,South,04/01/2016,3357.63
Home Office,Technology,South,05/01/2016,1300.54
Home Office,Technology,South,07/01/2016,627.78
Home Office,Technology,South,08/01/2016,3510.72
Home Office,Technology,South,09/01/2016,2214.38
Home Office,Technology,South,10/01/2016,2799.19
Home Office,Technology,South,11/01/2016,1395.41
Home Office,Technology,South,01/01/2017,1029.63
Home Office,Technology,South,02/01/2017,1348.77
Home Office,Technology,South,03/01/2017,351.08
Home Office,Technology,South,04/01/2017,314.37
Home Office,Technology,South,05/01/2017,5060.79
Home Office,Technology,South,07/01/2017,365.85
Home Office,Technology,South,08/01/2017,5353.59
Home Office,Technology,South,09/01/2017,1594.6
Home Office,Technology,South,10/01/2017,742.71
Home Office,Technology,South,12/01/2017,1159.91
Home Office,Technology,South,01/01/2018,757.82
Home Office,Technology,South,02/01/2018,1887.16
Home Office,Technology,South,03/01/2018,2900.01
Home Office,Technology,South,05/01/2018,1062.64
Home Office,Technology,South,06/01/2018,5880.18
Home Office,Technology,South,08/01/2018,588.65
Home Office,Technology,South,09/01/2018,94.62
Home Office,Technology,South,10/01/2018,2551.31
Home Office,Technology,South,11/01/2018,480.51
Home Office,Technology,South,12/01/2018,27216.5
Home Office,Technology,South,01/01/2019,1794.1
Home Office,Technology,South,02/01/2019,861.99
Home Office,Technology,South,03/01/2019,2307.49
Home Office,Technology,South,04/01/2019,559.37
Home Office,Technology,South,05/01/2019,400.13
Home Office,Technology,South,06/01/2019,77.62
Home Office,Technology,South,07/01/2019,3311.18
Home Office,Technology,South,08/01/2019,529.33
Home Office,Technology,South,09/01/2019,3923.71
Home Office,Technology,South,10/01/2019,12992.51
Home Office,Technology,South,11/01/2019,20188.95
Home Office,Technology,South,12/01/2019,8500.19
Home Office,Technology,West,01/01/2016,562.93
Home Office,Technology,West,02/01/2016,227.79
Home Office,Technology,West,04/01/2016,445.75
Home Office,Technology,West,05/01/2016,952.07
Home Office,Technology,West,06/01/2016,266.95
Home Office,Technology,West,07/01/2016,2988.18
Home Office,Technology,West,08/01/2016,20022.78
Home Office,Technology,West,09/01/2016,1503.05
Home Office,Technology,West,10/01/2016,6569.07
Home Office,Technology,West,11/01/2016,378.23
Home Office,Technology,West,01/01/2017,4964.11
Home Office,Technology,West,02/01/2017,1613.55
Home Office,Technology,West,03/01/2017,642.57
Home Office,Technology,West,04/01/2017,278.06
Home Office,Technology,West,05/01/2017,8407.41
Home Office,Technology,West,06/01/2017,4453.95
Home Office,Technology,West,07/01/2017,1769.66
Home Office,Technology,West,08/01/2017,3085.78
Home Office,Technology,West,09/01/2017,14390.57
Home Office,Technology,West,10/01/2017,55661.71
Home Office,Technology,West,11/01/2017,14708.4
Home Office,Technology,West,12/01/2017,3503.46
Home Office,Technology,West,01/01/2018,286.18
Home Office,Technology,West,03/01/2018,1277.84
Home Office,Technology,West,04/01/2018,5236.92
Home Office,Technology,West,05/01/2018,791.99
Home Office,Technology,West,06/01/2018,3364.46
Home Office,Technology,West,07/01/2018,1075.7
Home Office,Technology,West,09/01/2018,839.42
Home Office,Technology,West,10/01/2018,822.72
Home Office,Technology,West,11/01/2018,3466.04
Home Office,Technology,West,12/01/2018,4714.76
Home Office,Technology,West,01/01/2019,5006.28
Home Office,Technology,West,02/01/2019,808.57
Home Office,Technology,West,03/01/2019,773.53
Home Office,Technology,West,04/01/2019,4085.02
Home Office,Technology,West,05/01/2019,1198.83
Home Office,Technology,West,06/01/2019,7770.12
Home Office,Technology,West,07/01/2019,3032.63
Home Office,Technology,West,08/01/2019,1006.9
Home Office,Technology,West,09/01/2019,189.42
Home Office,Technology,West,10/01/2019,2596.14
Home Office,Technology,West,11/01/2019,17860.47
Small Business,Furniture,Central,01/01/2016,4959.75
Small Business,Furniture,Central,02/01/2016,120.47
Small Business,Furniture,Central,03/01/2016,9987.13
Small Business,Furniture,Central,04/01/2016,69.96
Small Business,Furniture,Central,05/01/2016,1635.66
Small Business,Furniture,Central,06/01/2016,4704.07
Small Business,Furniture,Central,07/01/2016,10.23
Small Business,Furniture,Central,08/01/2016,339.91
Small Business,Furniture,Central,09/01/2016,830.36
Small Business,Furniture,Central,11/01/2016,524.63
Small Business,Furniture,Central,12/01/2016,2668.64
Small Business,Furniture,Central,01/01/2017,680.71
Small Business,Furniture,Central,02/01/2017,342.62
Small Business,Furniture,Central,03/01/2017,64.33
Small Business,Furniture,Central,06/01/2017,282.97
Small Business,Furniture,Central,07/01/2017,2043.23
Small Business,Furniture,Central,08/01/2017,168.72
Small Business,Furniture,Central,09/01/2017,776
Small Business,Furniture,Central,10/01/2017,1664.55
Small Business,Furniture,Central,11/01/2017,10503
Small Business,Furniture,Central,12/01/2017,310.82
Small Business,Furniture,Central,01/01/2018,27.18
Small Business,Furniture,Central,02/01/2018,302.01
Small Business,Furniture,Central,04/01/2018,2936.8
Small Business,Furniture,Central,05/01/2018,215.93
Small Business,Furniture,Central,06/01/2018,230.27
Small Business,Furniture,Central,08/01/2018,3326.04
Small Business,Furniture,Central,09/01/2018,6357.11
Small Business,Furniture,Central,10/01/2018,319.3
Small Business,Furniture,Central,11/01/2018,25051.17
Small Business,Furniture,Central,01/01/2019,9978.06
Small Business,Furniture,Central,03/01/2019,1709.24
Small Business,Furniture,Central,04/01/2019,107.82
Small Business,Furniture,Central,05/01/2019,1555.25
Small Business,Furniture,Central,06/01/2019,290.03
Small Business,Furniture,Central,07/01/2019,796.89
Small Business,Furniture,Central,08/01/2019,10401.7
Small Business,Furniture,Central,09/01/2019,6472.11
Small Business,Furniture,Central,10/01/2019,987.24
Small Business,Furniture,Central,11/01/2019,10768.1
Small Business,Furniture,Central,12/01/2019,775.81
Small Business,Furniture,East,01/01/2016,7937.34
Small Business,Furniture,East,03/01/2016,2035.67
Small Business,Furniture,East,04/01/2016,3509.17
Small Business,Furniture,East,05/01/2016,8418.3
Small Business,Furniture,East,06/01/2016,364.26
Small Business,Furniture,East,07/01/2016,2278.82
Small Business,Furniture,East,09/01/2016,1242.91
Small Business,Furniture,East,10/01/2016,135.78
Small Business,Furniture,East,12/01/2016,2980.31
Small Business,Furniture,East,01/01/2017,2138.52
Small Business,Furniture,East,02/01/2017,21923.51
Small Business,Furniture,East,03/01/2017,1418.97
Small Business,Furniture,East,04/01/2017,3831.31
Small Business,Furniture,East,05/01/2017,995.58
Small Business,Furniture,East,06/01/2017,2488.78
Small Business,Furniture,East,07/01/2017,3182.99
Small Business,Furniture,East,08/01/2017,301.47
Small Business,Furniture,East,09/01/2017,821.22
Small Business,Furniture,East,10/01/2017,313.36
Small Business,Furniture,East,11/01/2017,574.32
Small Business,Furniture,East,12/01/2017,542.58
Small Business,Furniture,East,02/01/2018,136.05
Small Business,Furniture,East,03/01/2018,14.02
Small Business,Furniture,East,04/01/2018,45.11
Small Business,Furniture,East,05/01/2018,5709.11
Small Business,Furniture,East,06/01/2018,6899.39
Small Business,Furniture,East,07/01/2018,5191.76
Small Business,Furniture,East,08/01/2018,2653.44
Small Business,Furniture,East,09/01/2018,15108.38
Small Business,Furniture,East,10/01/2018,1333.71
Small Business,Furniture,East,11/01/2018,8507.83
Small Business,Furniture,East,12/01/2018,2205.65
Small Business,Furniture,East,01/01/2019,163.17
Small Business,Furniture,East,02/01/2019,2631.47
Small Business,Furniture,East,03/01/2019,8033.7
Small Business,Furniture,East,04/01/2019,2658.8
Small Business,Furniture,East,05/01/2019,8188.18
Small Business,Furniture,East,06/01/2019,599.35
Small Business,Furniture,East,07/01/2019,3377.41
Small Business,Furniture,East,08/01/2019,5932.47
Small Business,Furniture,East,09/01/2019,119.93
Small Business,Furniture,East,10/01/2019,12143.59
Small Business,Furniture,East,11/01/2019,35511.73
Small Business,Furniture,East,12/01/2019,20760.76
Small Business,Furniture,South,01/01/2016,2286
Small Business,Furniture,South,02/01/2016,237.62
Small Business,Furniture,South,03/01/2016,5079.39
Small Business,Furniture,South,04/01/2016,576.39
Small Business,Furniture,South,06/01/2016,5012.8
Small Business,Furniture,South,07/01/2016,2848.67
Small Business,Furniture,South,08/01/2016,2815.54
Small Business,Furniture,South,10/01/2016,26.66
Small Business,Furniture,South,11/01/2016,5587.89
Small Business,Furniture,South,12/01/2016,1817.7
Small Business,Furniture,South,01/01/2017,115.89
Small Business,Furniture,South,02/01/2017,402.97
Small Business,Furniture,South,04/01/2017,985.97
Small Business,Furniture,South,05/01/2017,1734.17
Small Business,Furniture,South,08/01/2017,1005.38
Small Business,Furniture,South,09/01/2017,668.28
Small Business,Furniture,South,11/01/2017,7582.99
Small Business,Furniture,South,12/01/2017,521.86
Small Business,Furniture,South,01/01/2018,1630.34
Small Business,Furniture,South,02/01/2018,25.77
Small Business,Furniture,South,04/01/2018,75.83
Small Business,Furniture,South,05/01/2018,161.82
Small Business,Furniture,South,07/01/2018,239.35
Small Business,Furniture,South,08/01/2018,354.25
Small Business,Furniture,South,10/01/2018,3630.34
Small Business,Furniture,South,11/01/2018,5941.6
Small Business,Furniture,South,12/01/2018,1068.22
Small Business,Furniture,South,01/01/2019,3997.23
Small Business,Furniture,South,02/01/2019,1242.08
Small Business,Furniture,South,03/01/2019,3441.73
Small Business,Furniture,South,04/01/2019,607.54
Small Business,Furniture,South,05/01/2019,267.7
Small Business,Furniture,South,07/01/2019,416.73
Small Business,Furniture,South,08/01/2019,23147.67
Small Business,Furniture,South,09/01/2019,4983.31
Small Business,Furniture,South,10/01/2019,1356.75
Small Business,Furniture,South,11/01/2019,680.61
Small Business,Furniture,South,12/01/2019,499.23
Small Business,Furniture,West,03/01/2016,3722.41
Small Business,Furniture,West,04/01/2016,10194.05
Small Business,Furniture,West,05/01/2016,2715.76
